Código Faculdade;Código Curso;Provas de ingresso;Nota candidatura;Pontos provas de ingresso;Média do secundário;Provas de ingresso
3138;8398;16 Matemática e Uma das seguintes provas: 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3138;9045;Duas das seguintes provas: 04 Economia 09 Geografia 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3138;9119;16 Matemática e Uma das seguintes provas: 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3138;9242;Um dos seguintes conjuntos: 11 História 18 Português ou 09 Geografia 18 Português ou 04 Economia 18 Português ou 06 Filosofia 18 Português ou 13 Inglês 18 Português ou 04 Economia 17 Mat. Apl. Ciências Soc.;95 pontos;95 pontos;50%;50%
3138;L030;Um dos seguintes conjuntos: 04 Economia 17 Mat. Apl. Ciências Soc. ou 07 Física e Química 17 Mat. Apl. Ciências Soc. ou 04 Economia 18 Português ou 07 Física e Química 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3138;L091;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 06 Filosofia 09 Geografia 11 História 17 Mat. Apl. Ciências Soc.;95 pontos;95 pontos;50%;50%
3139;8442;Duas das seguintes provas: 04 Economia 09 Geografia 18 Português;95 pontos;95 pontos;50%;50%
3139;9164;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3139;9921;Duas das seguintes provas: 04 Economia 09 Geografia 18 Português;95 pontos;95 pontos;50%;50%
3139;L131;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3141;9003;02 Biologia e Geologia e Uma das seguintes provas: 04 Economia 07 Física e Química 16 Matemática 19 Matemática A 18 Português;95 pontos;95 pontos;50%;50%
3141;9085;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 18 Português;95 pontos;95 pontos;50%;50%
3141;L003;02 Biologia e Geologia e Uma das seguintes provas: 04 Economia 07 Física e Química 16 Matemática 19 Matemática A 18 Português;95 pontos;95 pontos;50%;50%
3142;9084;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História 17 Mat. Apl. Ciências Soc.;95 pontos;95 pontos;50%;50%
3142;9853;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 19 Matemática A 18 Português;95 pontos;95 pontos;50%;50%
3142;L130;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 06 Filosofia ou 11 História 18 Português ou 02 Biologia e Geologia 19 Matemática A ou 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3142;L179;18 Português e Uma das seguintes provas: 06 Filosofia 09 Geografia 12 Hist. da Cultura e Artes 11 História 17 Mat. Apl. Ciências Soc.;95 pontos;95 pontos;50%;50%
3143;9152;Um dos seguintes conjuntos: 04 Economia 18 Português ou 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3143;9152;Um dos seguintes conjuntos: 04 Economia 18 Português ou 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3143;9156;Um dos seguintes conjuntos: 04 Economia 18 Português ou 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3143;9156;Um dos seguintes conjuntos: 04 Economia 18 Português ou 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3143;9185;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 04 Economia 16 Matemática;95 pontos;95 pontos;50%;50%
3143;9498;Um dos seguintes conjuntos: 04 Economia 18 Português ou 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3143;9785;Um dos seguintes conjuntos: 04 Economia 16 Matemática ou 16 Matemática 18 Português ou 09 Geografia 16 Matemática;95 pontos;95 pontos;50%;50%
3143;9994;Um dos seguintes conjuntos: 04 Economia 18 Português ou 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3145;9730;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 09 Geografia 13 Inglês 17 Mat. Apl. Ciências Soc. 19 Matemática A;95 pontos;95 pontos;50%;50%
3145;9763;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 17 Mat. Apl. Ciências Soc. 19 Matemática A;95 pontos;95 pontos;50%;50%
3145;9808;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 09 Geografia 13 Inglês 17 Mat. Apl. Ciências Soc. 19 Matemática A;95 pontos;95 pontos;50%;50%
3145;L008;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 09 Geografia 13 Inglês 17 Mat. Apl. Ciências Soc. 19 Matemática A;95 pontos;95 pontos;50%;50%
3145;L034;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 09 Geografia 13 Inglês 17 Mat. Apl. Ciências Soc. 19 Matemática A;95 pontos;95 pontos;50%;50%
3151;9054;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;100 pontos;100 pontos;50%;50%
3151;9563;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 04 Economia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3151;9633;Um dos seguintes conjuntos: 13 Inglês 18 Português ou 08 Francês 18 Português ou 11 História 18 Português;100 pontos;100 pontos;50%;50%
3151;9853;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 19 Matemática A 18 Português;100 pontos;100 pontos;50%;50%
3152;8515;Um dos seguintes conjuntos: 07 Física e Química 18 Português ou 16 Matemática 18 Português ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
3152;9092;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3152;9112;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 10 Geometria Descritiva 16 Matemática ou 07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3152;9119;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 10 Geometria Descritiva 16 Matemática ou 07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3152;9123;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3152;9862;Um dos seguintes conjuntos: 04 Economia 18 Português ou 16 Matemática 18 Português ou 10 Geometria Descritiva 18 Português;100 pontos;100 pontos;50%;50%
3152;L069;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 16 Matemática 18 Português ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
3152;L124;Um dos seguintes conjuntos: 07 Física e Química 18 Português ou 16 Matemática 18 Português ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
3153;8111;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3153;9157;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3153;9157;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3153;9157;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3153;9205;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3153;9205;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3153;9628;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3153;9629;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3153;9630;Um dos seguintes conjuntos: 04 Economia 16 Matemática ou 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3153;9993;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3154;9016;Duas das seguintes provas: 02 Biologia e Geologia 07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3154;9089;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3154;9090;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3154;9687;Duas das seguintes provas: 02 Biologia e Geologia 07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3154;L100;Duas das seguintes provas: 02 Biologia e Geologia 07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3155;9500;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
3155;9504;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
3155;9890;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
3155;9890;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
3161;9003;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;100 pontos;100 pontos;50%;50%
3161;9016;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;100 pontos;100 pontos;50%;50%
3161;9085;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;100 pontos;100 pontos;50%;50%
3161;L164;Um dos seguintes conjuntos: 07 Física e Química 16 Matemática ou 02 Biologia e Geologia 16 Matemática;100 pontos;100 pontos;50%;50%
3162;9833;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 06 Filosofia 09 Geografia 11 História 17 Mat. Apl. Ciências Soc.;100 pontos;100 pontos;50%;50%
3162;9853;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 19 Matemática A 18 Português;100 pontos;100 pontos;50%;50%
3162;L122;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes 18 Português;100 pontos;100 pontos;50%;50%
3162;L284;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes 18 Português;100 pontos;100 pontos;50%;50%
3163;8407;Um dos seguintes conjuntos: 07 Física e Química 16 Matemática ou 10 Geometria Descritiva 16 Matemática ou 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3163;9119;Um dos seguintes conjuntos: 07 Física e Química 16 Matemática ou 10 Geometria Descritiva 16 Matemática ou 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3163;9123;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3163;9147;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3163;9148;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3163;9254;Um dos seguintes conjuntos: 09 Geografia 11 História ou 04 Economia 09 Geografia ou 11 História 18 Português;100 pontos;100 pontos;50%;50%
3163;9723;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes;100 pontos;100 pontos;50%;50%
3163;9727;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes;100 pontos;100 pontos;50%;50%
3163;9743;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3163;9751;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3163;L153;Um dos seguintes conjuntos: 07 Física e Química 16 Matemática ou 10 Geometria Descritiva 16 Matemática ou 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3163;L261;Um dos seguintes conjuntos: 09 Geografia 11 História ou 04 Economia 09 Geografia ou 11 História 18 Português;100 pontos;100 pontos;50%;50%
3164;8464;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3164;8516;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3164;9498;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3165;9731;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 09 Geografia 17 Mat. Apl. Ciências Soc. 16 Matemática 19 Matemática A;100 pontos;100 pontos;50%;50%
3181;9054;Um dos seguintes conjuntos: 11 História 18 Português ou 04 Economia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3181;9084;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 11 História 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3181;9347;Um dos seguintes conjuntos: 03 Desenho 12 Hist. da Cultura e Artes ou 03 Desenho 18 Português ou 12 Hist. da Cultura e Artes 18 Português ou 06 Filosofia 18 Português ou 16 Matemática 18 Português ou 10 Geometria Descritiva 16 Matemática;100 pontos;100 pontos;50%;50%
3181;9850;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 11 História 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3181;9853;17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3182;9056;Um dos seguintes conjuntos: 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 17 Mat. Apl. Ciências Soc. ou 09 Geografia 18 Português ou 04 Economia 18 Português ou 13 Inglês 18 Português ou 09 Geografia 17 Mat. Apl. Ciências Soc.;95 pontos;95 pontos;50%;50%
3182;9089;07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3182;9109;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 03 Desenho 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3182;9119;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 03 Desenho 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3182;9123;07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3182;9152;Um dos seguintes conjuntos: 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 17 Mat. Apl. Ciências Soc. ou 04 Economia 09 Geografia ou 09 Geografia 18 Português ou 04 Economia 18 Português ou 11 História 18 Português;95 pontos;95 pontos;50%;50%
3182;9152;Um dos seguintes conjuntos: 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 17 Mat. Apl. Ciências Soc. ou 04 Economia 09 Geografia ou 09 Geografia 18 Português ou 04 Economia 18 Português ou 11 História 18 Português;95 pontos;95 pontos;50%;50%
3182;9205;Um dos seguintes conjuntos: 17 Mat. Apl. Ciências Soc. 18 Português ou 09 Geografia 13 Inglês ou 09 Geografia 18 Português ou 11 História 18 Português ou 13 Inglês 18 Português ou 04 Economia 13 Inglês;95 pontos;95 pontos;50%;50%
3182;9205;Um dos seguintes conjuntos: 17 Mat. Apl. Ciências Soc. 18 Português ou 09 Geografia 13 Inglês ou 09 Geografia 18 Português ou 11 História 18 Português ou 13 Inglês 18 Português ou 04 Economia 13 Inglês;95 pontos;95 pontos;50%;50%
3182;9254;Um dos seguintes conjuntos: 09 Geografia 18 Português ou 13 Inglês 18 Português ou 09 Geografia 17 Mat. Apl. Ciências Soc. ou 11 História 18 Português ou 04 Economia 18 Português ou 11 História 13 Inglês;95 pontos;95 pontos;50%;50%
3182;9491;Duas das seguintes provas: 03 Desenho 12 Hist. da Cultura e Artes 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3182;9709;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 10 Geometria Descritiva 16 Matemática;95 pontos;95 pontos;50%;50%
3182;9709;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 10 Geometria Descritiva 16 Matemática;95 pontos;95 pontos;50%;50%
3182;9994;Um dos seguintes conjuntos: 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 17 Mat. Apl. Ciências Soc. ou 04 Economia 09 Geografia ou 09 Geografia 18 Português ou 04 Economia 18 Português ou 11 História 18 Português;95 pontos;95 pontos;50%;50%
3185;9016;Duas das seguintes provas: 02 Biologia e Geologia 07 Física e Química 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3185;9085;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 18 Português;95 pontos;95 pontos;50%;50%
3185;9087;Um dos seguintes conjuntos: 07 Física e Química 16 Matemática ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
3185;9129;Um dos seguintes conjuntos: 07 Física e Química 16 Matemática ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
3186;9122;Um dos seguintes conjuntos: 07 Física e Química 16 Matemática ou 16 Matemática 18 Português ou 04 Economia 16 Matemática;95 pontos;95 pontos;50%;50%
3186;9168;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3186;9179;Duas das seguintes provas: 09 Geografia 11 História 13 Inglês;95 pontos;95 pontos;50%;50%
3186;9238;Duas das seguintes provas: 04 Economia 11 História 18 Português;95 pontos;95 pontos;50%;50%
3186;L021;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3186;L116;Duas das seguintes provas: 04 Economia 11 História 18 Português;95 pontos;95 pontos;50%;50%
3241;9056;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3241;9152;Duas das seguintes provas: 04 Economia 09 Geografia 16 Matemática;95 pontos;95 pontos;50%;50%
3241;9152;Duas das seguintes provas: 04 Economia 09 Geografia 16 Matemática;95 pontos;95 pontos;50%;50%
3241;9640;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3241;L207;Duas das seguintes provas: 04 Economia 11 História 18 Português;95 pontos;95 pontos;50%;50%
3242;9089;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
3242;9112;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3242;9119;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3242;9380;Um dos seguintes conjuntos: 12 Hist. da Cultura e Artes 11 História ou 10 Geometria Descritiva 12 Hist. da Cultura e Artes ou 10 Geometria Descritiva 11 História ou 03 Desenho 12 Hist. da Cultura e Artes ou 03 Desenho 10 Geometria Descritiva ou 02 Biologia e Geologia 07 Física e Química;95 pontos;95 pontos;50%;50%
3242;9644;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes 18 Português;95 pontos;95 pontos;50%;50%
3242;9645;Um dos seguintes conjuntos: 03 Desenho 12 Hist. da Cultura e Artes ou 10 Geometria Descritiva 12 Hist. da Cultura e Artes ou 10 Geometria Descritiva 11 História ou 11 História 18 Português ou 12 Hist. da Cultura e Artes 18 Português ou 07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3242;L142;Duas das seguintes provas: 02 Biologia e Geologia 07 Física e Química 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3242;L186;Duas das seguintes provas: 04 Economia 10 Geometria Descritiva 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3243;9123;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
3243;L143;Um dos seguintes conjuntos: 10 Geometria Descritiva 16 Matemática ou 04 Economia 16 Matemática ou 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3243;L211;Um dos seguintes conjuntos: 10 Geometria Descritiva 16 Matemática ou 04 Economia 16 Matemática ou 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3243;L297;Um dos seguintes conjuntos: 11 História 18 Português ou 09 Geografia 11 História ou 06 Filosofia 09 Geografia;95 pontos;95 pontos;50%;50%
3331;9069;Um dos seguintes conjuntos: 03 Desenho 18 Português ou 12 Hist. da Cultura e Artes 18 Português ou 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;40%;40%
3331;9213;Um dos seguintes conjuntos: 10 Geometria Descritiva 18 Português ou 12 Hist. da Cultura e Artes 18 Português ou 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3331;9645;Um dos seguintes conjuntos: 12 Hist. da Cultura e Artes 18 Português ou 11 História 18 Português ou 06 Filosofia 18 Português;95 pontos;95 pontos;50%;50%
3331;9713;Duas das seguintes provas: 12 Hist. da Cultura e Artes 13 Inglês 18 Português;95 pontos;95 pontos;40%;40%
3331;L071;Um dos seguintes conjuntos: 19 Matemática A 18 Português ou 16 Matemática 18 Português ou 13 Inglês 16 Matemática;95 pontos;95 pontos;50%;50%
5402;8399;Um dos seguintes conjuntos: 03 Desenho (30%) 10 Geometria Descritiva (20%) ou 03 Desenho (30%) 12 Hist. da Cultura e Artes (20%);95 pontos;95 pontos;50%;50%
5402;9070;Um dos seguintes conjuntos: 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes;95 pontos;95 pontos;50%;50%
5402;9070;Um dos seguintes conjuntos: 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes;95 pontos;95 pontos;50%;50%
6800;8014;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 06 Filosofia 18 Português ou 06 Filosofia 11 História ou 04 Economia 06 Filosofia ou 09 Geografia 17 Mat. Apl. Ciências Soc.;100 pontos;100 pontos;50%;50%
6800;8029;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
6800;8109;Duas das seguintes provas: 06 Filosofia 11 História 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
6800;8366;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
6800;9019;Duas das seguintes provas: 06 Filosofia 11 História 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
6800;9081;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
6800;9098;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 03 Desenho 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;100 pontos;100 pontos;50%;50%
6800;9119;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 03 Desenho 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;100 pontos;100 pontos;50%;50%
6800;9147;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
6800;9156;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
6800;9156;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
6800;9157;Duas das seguintes provas: 04 Economia 09 Geografia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
6800;9157;Duas das seguintes provas: 04 Economia 09 Geografia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
6800;9157;Duas das seguintes provas: 04 Economia 09 Geografia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
6800;9189;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
6800;9219;Duas das seguintes provas: 02 Biologia e Geologia 06 Filosofia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
6800;9238;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 06 Filosofia 18 Português ou 06 Filosofia 11 História ou 04 Economia 06 Filosofia ou 09 Geografia 17 Mat. Apl. Ciências Soc.;100 pontos;100 pontos;50%;50%
6800;9240;Duas das seguintes provas: 06 Filosofia 11 História 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
6800;9240;Duas das seguintes provas: 06 Filosofia 11 História 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
6800;9257;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes 16 Matemática;100 pontos;100 pontos;50%;50%
6800;9257;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes 16 Matemática;100 pontos;100 pontos;50%;50%
6800;9448;Um dos seguintes conjuntos: 06 Filosofia 11 História ou 06 Filosofia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 02 Biologia e Geologia 18 Português ou 04 Economia 17 Mat. Apl. Ciências Soc. ou 09 Geografia 18 Português;100 pontos;100 pontos;50%;50%
6800;9885;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 03 Desenho 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;100 pontos;100 pontos;50%;50%
6800;9885;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 03 Desenho 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;100 pontos;100 pontos;50%;50%
6800;9927;Um dos seguintes conjuntos: 11 História 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 06 Filosofia 11 História ou 06 Filosofia 18 Português ou 11 História 17 Mat. Apl. Ciências Soc. ou 12 Hist. da Cultura e Artes 18 Português;100 pontos;100 pontos;50%;50%
6800;L030;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
6800;L188;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
6800;L189;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
6810;L273;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 03 Desenho 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;100 pontos;100 pontos;50%;50%
